folder,com_news_amount,com_title_list,ceo_news_amount,ceo_title_list,alpha_news_amount,alpha_news_sentiment_mean,date_global_quote,open_price,high_price,low_price,closing_price,volume,date_federal_funds_rate,federal_funds_rate,date_currency_exchange_rate,currency_exchange_rate,date_cpi,cpi,date_inflation,inflation,date_unenployment,unemployment,date_eps,eps,date_gdp,gdp,date_retail_sales,retail_sales,market_capitalization,ebitda,pe_ratio,peg_ratio,book_value,dividend_per_share,dividend_yield,eps,revenue_per_share_ttm,profit_margin,operating_margin_ttm,return_on_assets_ttm,return_on_equity_ttm,revenue_ttm,gross_profit_ttm,diluted_eps_ttm,quarterly_earnings_growth_yoy,quarterly_revenue_growth_yoy,analyst_target_price,trailing_pe,forward_pe,price_to_sales_ratio_ttm,price_to_book_ratio,ev_to_revenue,ev_to_ebitda,beta,week_high_52,week_low_52,day_moving_average_50,day_moving_average_200,shares_outstanding,fiscalDateEnding,reportedCurrency,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding,fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome
20240228,0,0,0,0,2,0.12185449999999999,2024-02-28,552.0000,557.2000,549.7601,551.8200,2313223,2024-02-27,5.33,2024-02-29 10:11:01,149.88200000,2024-01-01,308.417,2022-01-01,8.00279982052121,2024-01-01,3.7,2023-11-30,16.07,2023-10-01,5760.935,2024-01-01,554784.0,253336945000,2162000000,47.38,2.087,36.3,None,None,16.07,42.46,0.28,0.345,0.146,0.355,19409000000,15441000000,11.83,0.278,0.116,652.57,47.38,31.35,13.05,15.34,12.86,32.06,1.335,638.25,321.56,597.05,535.66,452000000,2023-12-01,USD,29779000000,11084000000,7141000000,7842000000,None,2224000000,20205000000,2030000000,1731000000,14981000000,2176000000,12805000000,701000000,None,701000000,1018000000,1223000000,13261000000,8251000000,314000000,11900000000,0,73000000,1376000000,446000000,3634000000,None,None,3634000000,2027000000,376000000,16518000000,28129000000,33346000000,0,455000000,2023-12-01,USD,4414000000,5048000000,634000000,49000000,1743000000,1740000000,889000000,2671000000,None,-28000000,None,28000000,None,89000000,None,326000000,1808000000,325000000,28000000,1483000000,1483000000,1836000000,2162000000,1483000000
20240111,4,"['Work at one of these 25 companies in 2024 if you want to be around employees who love their jobs', 'Job platform Glassdoor just unveiled its list of 100 best large places to work in the United States for 2024. The winners are chosen by aggregating company reviews and ratings from employees who’ve worked at a company within the past five years, submitted bet…', 'Cisco fixed critical Unity Connection vulnerability CVE-2024-20272', 'Cisco addressed a critical Unity Connection security flaw that can be exploited by an unauthenticated attacker to get root privileges. Cisco has addressed a critical flaw, tracked as CVE-2024-20272, in its Unity Connection that can be exploited by a remote, u…', 'Public Health Marketing & Digital Communications Campaign Outreach & Stakeholder Engagement Lead', 'Description\nSummary Description:\nICF, Inc., is seeking a communications professional with prior public health campaign experience to lead outreach and stakeholder engagement efforts for a public health ...', 'Apple returns to list of top US employers as\xa0other tech firms lose appeal', 'Apple Inc returned to an annual list of the 100 best places to work after falling off last year, but the ranking wasn’t as rich with technology firms after layoffs roiled the sector. Read full story']",0,0,4,0.26815425,2024-01-11,592.0000,597.8400,584.5200,597.4900,2331830,2024-01-10,5.33,2024-01-12 10:11:04,145.15100000,2023-12-01,306.746,2022-01-01,8.00279982052121,2023-12-01,3.7,2023-11-30,16.07,2023-07-01,5642.697,2023-11-01,625140.0,269095977000,1862000000,50.0,2.18,36.3,0,0.0115,16.07,42.47,0.28,0.345,0.146,0.355,19409000000,15441000000,11.82,0.278,0.116,594.87,50.0,32.68,13.75,16.16,13.56,33.8,1.33,633.89,318.6,591.9,500.41,455300000,2023-09-01,USD,29090000000,10410000000,6601000000,7516000000,None,1850000000,19847000000,2036000000,None,15134000000,2334000000,12800000000,915000000,None,915000000,1043000000,1239000000,13314000000,8334000000,314000000,10963000000,0,74000000,1347000000,463000000,3633000000,None,None,3633000000,2571000000,352000000,15776000000,27146000000,32012000000,0,456000000,2023-09-01,USD,4310000000,4890000000,580000000,50000000,1697000000,1690000000,881000000,2613000000,None,-27000000,None,27000000,None,67000000,None,92000000,1743000000,340000000,27000000,1403000000,1415000000,1770000000,1862000000,1403000000
20240215,2,"['CISA adds Microsoft Windows bugs to its Known Exploited Vulnerabilities catalog', 'U.S. Cybersecurity and Infrastructure Security Agency (CISA) adds 2 Microsoft Windows flaws to its Known Exploited Vulnerabilities catalog. The U.S. Cybersecurity and Infrastructure Security Agency (CISA)\xa0added the following two vulnerabilities to its Known E…', 'Nation-state actors are using AI services and LLMs for cyberattacks', 'Microsoft and OpenAI warn that nation-state actors are using ChatGPT to automate some phases of their attack chains, including target reconnaissance and social engineering attacks. Multiple nation-state actors are exploiting artificial intelligence (AI) and l…']",0,0,0,0.0,2024-02-15,606.0000,607.3158,589.7700,590.4400,3677358,2024-02-14,5.33,2024-02-16 10:11:01,150.28000000,2024-01-01,308.417,2022-01-01,8.00279982052121,2024-01-01,3.7,2023-11-30,16.07,2023-10-01,5769.95,2024-01-01,554784.0,273306305000,2162000000,51.07,2.249,36.3,None,None,16.07,42.46,0.28,0.345,0.146,0.355,19409000000,15441000000,11.84,0.278,0.116,652.57,51.07,33.78,14.08,16.53,13.89,34.63,1.335,638.25,318.6,603.97,528.56,452000000,2023-12-01,USD,29779000000,11084000000,7141000000,7842000000,None,2224000000,20205000000,2030000000,1731000000,14981000000,2176000000,12805000000,701000000,None,701000000,1018000000,1223000000,13261000000,8251000000,314000000,11900000000,0,73000000,1376000000,446000000,3634000000,None,None,3634000000,2027000000,376000000,16518000000,28129000000,33346000000,0,455000000,2023-12-01,USD,4414000000,5048000000,634000000,49000000,1743000000,1740000000,889000000,2671000000,None,-28000000,None,28000000,None,89000000,None,326000000,1808000000,325000000,28000000,1483000000,1483000000,1836000000,2162000000,1483000000
20240131,0,0,0,0,2,0.2437595,2024-01-31,620.0000,625.9300,612.1700,617.7800,2666775,2024-01-30,5.33,2024-02-01 10:11:01,146.84500000,2023-12-01,306.746,2022-01-01,8.00279982052121,2023-12-01,3.7,2023-11-30,97.45,2023-10-01,5769.95,2023-12-01,675361.0,283837923000,2162000000,53.17,2.337,36.3,0,0.0115,97.45,42.46,0.28,0.345,0.146,0.355,19409000000,15441000000,11.81,0.278,0.116,601.73,53.17,35.09,14.62,17.18,14.43,35.98,1.33,636.25,318.6,602.27,515.13,452000000,2023-12-01,USD,29779000000,11084000000,7141000000,7842000000,None,2224000000,20205000000,2030000000,1731000000,14981000000,2176000000,12805000000,701000000,None,701000000,1018000000,1223000000,13261000000,8251000000,314000000,11900000000,0,73000000,1376000000,446000000,3634000000,None,None,3634000000,2027000000,376000000,16518000000,28129000000,33346000000,0,455000000,2023-12-01,USD,4414000000,5048000000,634000000,49000000,1743000000,1740000000,889000000,2671000000,None,-28000000,None,28000000,None,89000000,None,326000000,1808000000,325000000,28000000,1483000000,1483000000,1836000000,2162000000,1483000000
20231115,0,0,1,"['La Commission européenne devrait contester le rachat de Figma par Adobe', 'Le rachat de Figma par Adobe se complique. La Commission européenne estimerait en effet que l’acquisition nuira à la compétition, et s’apprêterait donc à épingler les deux sociétés. Un risque pour la compétition Adobe a annoncé son intention d’acquérir Figma …']",3,0.2149466666666667,2023-11-15,605.0000,605.7300,591.7900,595.3100,3088889,2023-11-14,5.33,2023-11-16 09:48:01,151.27700000,2023-10-01,307.671,2022-01-01,8.00279982052117,2023-10-01,3.9,2023-08-31,11.8,2023-07-01,5633.594,2023-10-01,608839.0,275151454000,1862000000,54.35,1.481,34.6,0,0.0115,11.8,41.11,0.271,0.347,0.144,0.34,18886001000,15441000000,11.12,0.26,0.103,613.14,54.35,22.22,8.89,10.99,9.13,22.68,1.324,613.71,318.6,541.74,453.66,455300000,2023-09-01,USD,29090000000,10410000000,6601000000,7516000000,None,1850000000,19847000000,2036000000,None,15134000000,2334000000,12800000000,915000000,None,915000000,1043000000,1239000000,13314000000,8334000000,314000000,10963000000,0,74000000,1347000000,463000000,3633000000,None,None,3633000000,2571000000,352000000,15776000000,27146000000,32012000000,0,456000000,2023-09-01,USD,4310000000,4890000000,580000000,50000000,1697000000,1690000000,881000000,2613000000,None,-27000000,None,27000000,None,67000000,None,92000000,1743000000,340000000,27000000,1403000000,1415000000,1770000000,1862000000,1403000000
20240218,2,"['20 บริษัทเทคโนโลยีชั้นนำร่วมมือกันเพื่อตรวจจับและต่อต้านเนื้อหา AI ที่เป็นอันตรายในปีแห่งการเลือกตั้ง 2024', '16 ก.พ.2567 ที่การประชุมความมั่นคงของมิวนิค(MSC)บริษัทเทคโนโลยีชั้นนำตกลงว่าจะร่วมมือป้องกันเนื้อหา AI ที่แทรกแซงการเลือกตั้งทั่วโลกในปีนี้ ที่มีผู้มีสิทธิ์เลือกตั้งมากกว่าสี่พันล้านคนในกว่า 40 ประเทศ\r\n\nข้อตกลงนี้เป็นขั้นตอนสำคัญหนึ่งในการปกป้องชุมชนออนไลน์จา…', 'Q1 2024 Earnings Forecast for Adobe Inc. (NASDAQ:ADBE) Issued By Zacks Research', 'Adobe Inc. (NASDAQ:ADBE – Free Report) – Research analysts at Zacks Research boosted their Q1 2024 earnings per share (EPS) estimates for shares of Adobe in a note issued to investors on Thursday, February 15th. Zacks Research analyst S. Mete now anticipates …']",1,"['Q1 2024 Earnings Forecast for Adobe Inc. (NASDAQ:ADBE) Issued By Zacks Research', 'Adobe Inc. (NASDAQ:ADBE – Free Report) – Research analysts at Zacks Research boosted their Q1 2024 earnings per share (EPS) estimates for shares of Adobe in a note issued to investors on Thursday, February 15th. Zacks Research analyst S. Mete now anticipates …']",1,0.014805,2024-02-16,589.9000,590.1383,546.3700,546.6600,10328353,2024-02-15,5.33,2024-02-19 10:11:01,149.96800000,2024-01-01,308.417,2022-01-01,8.00279982052121,2024-01-01,3.7,2023-11-30,16.07,2023-10-01,5769.95,2024-01-01,554784.0,247090315000,2162000000,46.29,2.036,36.3,None,None,16.07,42.46,0.28,0.345,0.146,0.355,19409000000,15441000000,11.81,0.278,0.116,652.57,46.29,30.58,12.73,14.96,12.54,31.26,1.335,638.25,318.6,602.42,531.67,452000000,2023-12-01,USD,29779000000,11084000000,7141000000,7842000000,None,2224000000,20205000000,2030000000,1731000000,14981000000,2176000000,12805000000,701000000,None,701000000,1018000000,1223000000,13261000000,8251000000,314000000,11900000000,0,73000000,1376000000,446000000,3634000000,None,None,3634000000,2027000000,376000000,16518000000,28129000000,33346000000,0,455000000,2023-12-01,USD,4414000000,5048000000,634000000,49000000,1743000000,1740000000,889000000,2671000000,None,-28000000,None,28000000,None,89000000,None,326000000,1808000000,325000000,28000000,1483000000,1483000000,1836000000,2162000000,1483000000
20240315,14,"['Adobe: EPS up 18% in Q1', '(marketscreener.com) On Thursday evening, Adobe reported adjusted EPS up 18% to $4.48 and adjusted operating profit up 16% to $2.47 billion for its first accounting quarter, on revenues up 11% to $5.18 billion.For its second quarter, the graphics software hou…', 'News Highlights: Top Company News of the Day - Friday at 5 AM ET', ""(marketscreener.com) \nSwisscom to Buy Vodafone's Italy Unit \n \n\n Swisscom agreed to buy Vodafone's Italian business for $8.7 billion, a deal that completes the U.K. telecom company's simplification of its European portfolio. \n\n \nNissan Motor, Honda Motor to C…"", 'Adobe Inc. (NASDAQ:ADBE) Given Average Rating of “Moderate Buy” by Analysts', 'Shares of Adobe Inc. (NASDAQ:ADBE – Get Free Report) have been given an average rating of “Moderate Buy” by the twenty-seven brokerages that are presently covering the stock, Marketbeat.com reports. One investment analyst has rated the stock with a sell ratin…', 'News Highlights: Top Company News of the Day - Friday at 3 AM ET', ""(marketscreener.com) \nChina Signals Opposition to Forced Sale of TikTok in U.S. \n \n\n Beijing's stance leaves ByteDance in a bind as TikTok faces the most serious threat yet to its existence in its biggest market, where it has 170 million users. \n\n \nWuXi AppTe…"", 'Adobe Drops on Weak Forecast Fueled by AI Competition Fears', 'Adobe Inc. dropped about 10% in extended trading after giving a weak outlook for sales in the current quarter, fueling concerns that new AI-focused startups pose a competitive threat. • None SpaceX Starship Nears Orbit, But Is Lost Before Return to Earth • No…', 'Adobe Drops on Weak Forecast Fueled by AI Competition Fears', 'Adobe Inc. dropped about 10% in extended trading after giving a weak outlook for sales in the current quarter, fueling concerns that new AI-focused startups pose a competitive threat. • None SpaceX Starship Nears Orbit, But Is Lost Before Return to Earth • No…', 'News Highlights: Top Company News of the Day - Friday at 1 AM ET', ""(marketscreener.com) \nChina Signals Opposition to Forced Sale of TikTok in the U.S. \n \n\n Beijing's stance leaves few options for app owner ByteDance. \n\n \nWuXi AppTec Says It Left Washington Lobbying Group Voluntarily \n \n\n The trade group has since updated its…"", 'News Highlights: Top Company News of the Day - Thursday at 11 PM ET', '(marketscreener.com) \nWuXi AppTec Says It Left Washington Lobbying Group Voluntarily \n \n\n The trade group has since updated its statement on Thursday, saying that WuXi AppTec ""proactively ended its membership in BIO."" \n\n \nCockpit Mishap Seen as Likely Cause o…', 'AI“入侵”创意软件领域 Adobe Q2营收指引不及预期 股价盘后大跌11%', '北京时间周五早间，Adobe(ADBE.US)公布截至2024年3月1日的2024财年第一财季业绩。数据显示，该公司Q1营收为51.8亿美元，同比增长11%，好于市场预期的51.4亿美元;调整后每股收益为4.48美元，好于市场预期的4.38美元。\r\n\n第一财季，包括旗舰创意和文档处理软件在内的数字媒体部门营收增长了12%，至38.2亿美元;包括营销和分析软件在内的部门营收增长10%，至12.9亿美元。Adobe公布了疲弱的营收指引，加剧了人们对人工智能(AI)初创公司构成竞争威胁的担忧。Adobe预计第二财季营收…', 'News Highlights: Top Company News of the Day - Thursday at 9 PM ET', '(marketscreener.com) \nCockpit Mishap Seen as Likely Cause of Plunge on Latam Boeing 787 \n \n\n A flight attendant hit a seat switch that pushed the pilot into controls during a flight to New Zealand, industry officials say. \n\n \nFisker breaks silence about poten…', 'AI-Driven Technologies Propel Adobe’s Growth Trajectory, Says CEO Shantanu Narayen', 'WebProNews\nAI-Driven Technologies Propel Adobe’s Growth Trajectory, Says CEO Shantanu Narayen\nWe have been investing in AI-driven technologies, such as Firefly and AI generation, which have been integrated into various Adobe applications. Users have embraced …', 'Adobe Stock Tumbles After Outlook Disappoints', 'Adobe announced first quarter sales and adjusted earnings per share that beat expectations but its stock took a tumble.', 'Adobe drops on weak forecast fueled by AI competition fears', 'Revenue will be $5.25 billion to $5.3 billion in the period, the company said Thursday in a statement. Analysts, on average, projected $5.31 billion, according to data compiled by Bloomberg.', 'Soft guidance and concerns over generative AI threat send Adobe’s stock lower', 'Shares of the creative software provider Adobe Inc. were down more than 10% in extended trading today after it reported strong first quarter financial results but offered weak guidance, amid growing fears from investors that the rise of artificial intelligenc…']",6,"['Adobe почувствовала угрозу со стороны ИИ-стартапов — акции упали на 10\xa0%', 'Компания Adobe оправдала ожидания аналитиков по итогам I квартала финансового года (завершился 1 марта), но представила слабый прогноз на текущий отчётный период, чем спровоцировала падение своих акций на 10 %.', 'AI“入侵”创意软件领域 Adobe Q2营收指引不及预期 股价盘后大跌11%', '北京时间周五早间，Adobe(ADBE.US)公布截至2024年3月1日的2024财年第一财季业绩。数据显示，该公司Q1营收为51.8亿美元，同比增长11%，好于市场预期的51.4亿美元;调整后每股收益为4.48美元，好于市场预期的4.38美元。\r\n\n第一财季，包括旗舰创意和文档处理软件在内的数字媒体部门营收增长了12%，至38.2亿美元;包括营销和分析软件在内的部门营收增长10%，至12.9亿美元。Adobe公布了疲弱的营收指引，加剧了人们对人工智能(AI)初创公司构成竞争威胁的担忧。Adobe预计第二财季营收…', 'AI-Driven Technologies Propel Adobe’s Growth Trajectory, Says CEO Shantanu Narayen', 'WebProNews\nAI-Driven Technologies Propel Adobe’s Growth Trajectory, Says CEO Shantanu Narayen\nWe have been investing in AI-driven technologies, such as Firefly and AI generation, which have been integrated into various Adobe applications. Users have embraced …', 'Adobe drops on weak forecast fueled by AI competition fears', 'Revenue will be $5.25 billion to $5.3 billion in the period, the company said Thursday in a statement. Analysts, on average, projected $5.31 billion, according to data compiled by Bloomberg.', 'Adobe รายงานผลประกอบการไตรมาส ทำสถิติใหม่อีกไตรมาส มอง AI สร้างวิดีโอ Sora ช่วยให้งานตัดต่อมีมากขึ้น', 'Adobe รายงานผลประกอบการของไตรมาสที่ 1 ตามปีการเงินบริษัท 2024 สิ้นสุดวันที่ 1 มีนาคม รายได้ยังคงเติบโตทำสถิติใหม่สูงสุดอีกครั้งที่ 5,182 ล้านดอลลาร์ เพิ่มขึ้น 11% เมื่อเทียบกับไตรมาสเดียวกันในปีก่อน มีกำไรสุทธิตามบัญชี GAAP 620 ล้านดอลลาร์\r\n\nShantanu Narayen …', 'Soft guidance and concerns over generative AI threat send Adobe’s stock lower', 'Shares of the creative software provider Adobe Inc. were down more than 10% in extended trading today after it reported strong first quarter financial results but offered weak guidance, amid growing fears from investors that the rise of artificial intelligenc…']",28,0.11805600000000002,2024-03-15,499.6400,503.1263,485.0000,492.4600,19580838,2024-03-14,5.33,2024-03-16 10:11:35,149.03300000,2024-02-01,310.326,2022-01-01,8.00279982052121,2024-02-01,3.9,2024-02-29,4.48,2023-10-01,5760.935,2024-02-01,555127.0,258154856000,2162000000,48.22,2.128,36.3,None,None,4.48,42.46,0.28,0.345,0.146,0.355,19409000000,15441000000,11.83,0.278,0.116,652.28,48.22,31.95,13.3,15.66,13.13,32.74,1.294,638.25,331.89,586.07,549.58,452546000,2023-12-01,USD,29779000000,11084000000,7141000000,7842000000,None,2224000000,20205000000,2030000000,1731000000,14981000000,2176000000,12805000000,701000000,None,701000000,1018000000,1223000000,13261000000,8251000000,314000000,11900000000,0,73000000,1376000000,446000000,3634000000,None,None,3634000000,2027000000,376000000,16518000000,28129000000,33346000000,0,455000000,2023-12-01,USD,4414000000,5048000000,634000000,49000000,1743000000,1740000000,889000000,2671000000,None,-28000000,None,28000000,None,89000000,None,326000000,1808000000,325000000,28000000,1483000000,1483000000,1836000000,2162000000,1483000000
20240129,0,0,0,0,2,0.235064,2024-01-29,615.7100,636.2500,615.7100,630.2300,3212187,2024-01-26,5.33,2024-01-30 10:31:02,147.26300000,2023-12-01,306.746,2022-01-01,8.00279982052121,2023-12-01,3.7,2023-11-30,16.07,2023-10-01,5769.95,2023-12-01,675361.0,277496365000,2162000000,51.81,2.285,36.3,0,0.0115,16.07,42.46,0.28,0.345,0.146,0.355,19409000000,15441000000,11.85,0.278,0.116,600.55,51.81,34.25,14.3,16.8,14.1,35.17,1.33,636.25,318.6,601.75,513.83,452000000,2023-12-01,USD,29779000000,11084000000,7141000000,7842000000,None,2224000000,20205000000,2030000000,1731000000,14981000000,2176000000,12805000000,701000000,None,701000000,1018000000,1223000000,13261000000,8251000000,314000000,11900000000,0,73000000,1376000000,446000000,3634000000,None,None,3634000000,2027000000,376000000,16518000000,28129000000,33346000000,0,455000000,2023-12-01,USD,4414000000,5048000000,634000000,49000000,1743000000,1740000000,889000000,2671000000,None,-28000000,None,28000000,None,89000000,None,326000000,1808000000,325000000,28000000,1483000000,1483000000,1836000000,2162000000,1483000000
20231203,0,0,0,0,3,0.10447766666666665,2023-12-01,609.2400,615.2000,603.1800,612.4700,2490500,2023-11-30,5.33,2023-12-04 10:11:01,146.72000000,2023-10-01,307.671,2022-01-01,8.00279982052117,2023-10-01,3.9,2023-11-30,11.8,2023-07-01,5640.366,2023-10-01,608839.0,278857581000,1862000000,54.98,2.273,34.6,0,0.0115,11.8,41.11,0.271,0.347,0.144,0.34,18886001000,15441000000,11.14,0.26,0.103,616.54,54.98,34.13,14.77,17.67,14.58,36.79,1.324,628.6,318.6,558.49,468.9,455300000,2023-09-01,USD,29090000000,10410000000,6601000000,7516000000,None,1850000000,19847000000,2036000000,None,15134000000,2334000000,12800000000,915000000,None,915000000,1043000000,1239000000,13314000000,8334000000,314000000,10963000000,0,74000000,1347000000,463000000,3633000000,None,None,3633000000,2571000000,352000000,15776000000,27146000000,32012000000,0,456000000,2023-09-01,USD,4310000000,4890000000,580000000,50000000,1697000000,1690000000,881000000,2613000000,None,-27000000,None,27000000,None,67000000,None,92000000,1743000000,340000000,27000000,1403000000,1415000000,1770000000,1862000000,1403000000
20240102,1,"['Outreach and Events Assistant', 'Description: JOB TITLE:Outreach and Events Assistant LOCATION:Portland, Oregon COMPENSATION:$24.50 JOB START DATE:March 2024 APPLICATION DEADLINE: January 15, 2024 APPLICATION INSTRUCTIONS: All ...']",0,0,0,0.0,2024-01-02,589.5100,590.4400,576.7550,580.0700,2840192,2024-01-01,5.33,2024-01-03 10:11:01,142.64300000,2023-11-01,307.051,2022-01-01,8.00279982052121,2023-11-01,3.7,2023-11-30,16.07,2023-07-01,5642.697,2023-11-01,625140.0,271631974000,1862000000,50.52,2.218,36.3,0,0.0115,16.07,42.47,0.28,0.345,0.146,0.355,19409000000,15441000000,11.81,0.278,0.116,648.57,50.52,33.22,14.0,16.44,13.8,34.41,1.335,633.89,318.6,587.14,494.05,455300000,2023-09-01,USD,29090000000,10410000000,6601000000,7516000000,None,1850000000,19847000000,2036000000,None,15134000000,2334000000,12800000000,915000000,None,915000000,1043000000,1239000000,13314000000,8334000000,314000000,10963000000,0,74000000,1347000000,463000000,3633000000,None,None,3633000000,2571000000,352000000,15776000000,27146000000,32012000000,0,456000000,2023-09-01,USD,4310000000,4890000000,580000000,50000000,1697000000,1690000000,881000000,2613000000,None,-27000000,None,27000000,None,67000000,None,92000000,1743000000,340000000,27000000,1403000000,1415000000,1770000000,1862000000,1403000000
20240210,0,0,0,0,0,0.0,2024-02-09,616.0000,628.0700,615.8050,627.2100,2091353,2024-02-08,5.33,2024-02-11 10:11:05,149.26000000,2023-12-01,306.746,2022-01-01,8.00279982052121,2024-01-01,3.7,2023-11-30,16.07,2023-10-01,5769.95,2023-12-01,675361.0,283498938000,2162000000,53.2,2.335,36.3,None,None,16.07,42.46,0.28,0.345,0.146,0.355,19409000000,15441000000,11.79,0.278,0.116,652.57,53.2,34.97,14.61,17.16,14.41,35.94,1.335,638.25,318.6,604.26,526.16,452000000,2023-12-01,USD,29779000000,11084000000,7141000000,7842000000,None,2224000000,20205000000,2030000000,1731000000,14981000000,2176000000,12805000000,701000000,None,701000000,1018000000,1223000000,13261000000,8251000000,314000000,11900000000,0,73000000,1376000000,446000000,3634000000,None,None,3634000000,2027000000,376000000,16518000000,28129000000,33346000000,0,455000000,2023-12-01,USD,4414000000,5048000000,634000000,49000000,1743000000,1740000000,889000000,2671000000,None,-28000000,None,28000000,None,89000000,None,326000000,1808000000,325000000,28000000,1483000000,1483000000,1836000000,2162000000,1483000000
20231218,3,"['Piper Sandler Reiterates “Overweight” Rating for Adobe (NASDAQ:ADBE)', 'Piper Sandler reaffirmed their overweight rating on shares of Adobe (NASDAQ:ADBE – Free Report) in a research report report published on Thursday, Benzinga reports. They currently have a $650.00 target price on the software company’s stock. A number of other …', 'ADOBE INC. (NASDAQ: ADBE) DEADLINE ALERT: Bernstein Liebhard LLP Reminds Investors of the Deadline to File a Lead Plaintiff Motion in a Securities Class Action Lawsuit Against Adobe Inc.', 'Bernstein Liebhard LLP Reminds Investors of the Deadline to File a Lead Plaintiff Motion in a Securities Class Action Lawsuit Against Adobe Inc. ......', 'UIデザイナーがAfter Effectsで「ロゴアニメーション」作ってみた！｜Blog｜Goodpatch グッドパッチ', 'こんにちは、UIデザイナーの小幡です。突然ですが、皆さんはアニメーションを作ったことはありますか？私は「Adobe After Effects（AE）」でのモーションの作成が好きで、前職ではWebサイトのモックや、サイト内での細かい動...']",1,"['Adobe abandona aquisição da Figma avaliada em US$ 20 bilhões', 'Após a crescente pressão dos reguladores do Reino Unido e da União Europeia, a Adobe e a Figma anunciaram nesta segunda (18) que ambas as empresas estão rescindindo mutuamente o seu acordo de fusão.']",11,0.16421290909090908,2023-12-18,591.5200,603.1337,586.6200,599.1300,5452047,2023-12-15,5.33,2023-12-19 10:11:01,144.51700000,2023-11-01,307.051,2022-01-01,8.00279982052117,2023-11-01,3.7,2023-11-30,16.07,2023-07-01,5640.366,2023-11-01,625140.0,266204807000,1862000000,49.51,2.181,36.3,0,0.0115,16.07,42.47,0.28,0.345,0.146,0.355,19409000000,15441000000,11.81,0.278,0.116,585.42,49.51,32.68,13.72,16.11,13.52,33.71,1.335,633.89,318.6,577.75,482.33,455300000,2023-09-01,USD,29090000000,10410000000,6601000000,7516000000,None,1850000000,19847000000,2036000000,None,15134000000,2334000000,12800000000,915000000,None,915000000,1043000000,1239000000,13314000000,8334000000,314000000,10963000000,0,74000000,1347000000,463000000,3633000000,None,None,3633000000,2571000000,352000000,15776000000,27146000000,32012000000,0,456000000,2023-09-01,USD,4310000000,4890000000,580000000,50000000,1697000000,1690000000,881000000,2613000000,None,-27000000,None,27000000,None,67000000,None,92000000,1743000000,340000000,27000000,1403000000,1415000000,1770000000,1862000000,1403000000
20240101,0,0,0,0,1,0.210577,2023-12-29,596.0900,600.7500,592.9400,596.6000,1890231,2023-12-28,5.33,2024-01-02 10:11:01,141.60600000,2023-11-01,307.051,2022-01-01,8.00279982052121,2023-11-01,3.7,2023-11-30,16.07,2023-07-01,5642.697,2023-11-01,625140.0,271631974000,1862000000,50.52,2.218,36.3,0,0.0115,16.07,42.47,0.28,0.345,0.146,0.355,19409000000,15441000000,11.81,0.278,0.116,648.57,50.52,33.22,14.0,16.44,13.8,34.41,1.335,633.89,318.6,587.14,494.05,455300000,2023-09-01,USD,29090000000,10410000000,6601000000,7516000000,None,1850000000,19847000000,2036000000,None,15134000000,2334000000,12800000000,915000000,None,915000000,1043000000,1239000000,13314000000,8334000000,314000000,10963000000,0,74000000,1347000000,463000000,3633000000,None,None,3633000000,2571000000,352000000,15776000000,27146000000,32012000000,0,456000000,2023-09-01,USD,4310000000,4890000000,580000000,50000000,1697000000,1690000000,881000000,2613000000,None,-27000000,None,27000000,None,67000000,None,92000000,1743000000,340000000,27000000,1403000000,1415000000,1770000000,1862000000,1403000000
